ID_transacao,data,corredor,valor_enviado,taxa_de_cambio,fee_percent,ID_cliente,cliente_recorrente,competitor_fee_percent
2881,2024-12-11 06:00:00,Portugal -> Moçambique,318.79,67.9704,0.0323,C2746,True,
2882,2024-06-28 16:00:00,Reino Unido -> Quénia,653.14,150.9128,0.0106,C89,True,
2883,2024-07-21 19:00:00,Reino Unido -> Quénia,83.07,150.798,0.0136,C2920,True,
2884,2024-03-02 12:00:00,EUA -> Brasil,276.87,5.2077,0.0335,C2440,False,
2885,2024-10-01 06:00:00,Portugal -> Moçambique,102.38,69.189,0.0364,C1147,True,
2886,2024-09-22 19:00:00,Portugal -> Moçambique,347.27,65.5326,0.0342,C1697,True,
2887,2024-10-02 12:00:00,Reino Unido -> Quénia,200.44,156.7492,0.0148,C2363,True,
2888,2024-08-23 15:00:00,Reino Unido -> Quénia,849.51,150.6589,0.017,C1934,True,
2889,2024-10-03 08:00:00,Reino Unido -> Quénia,572.12,153.0118,0.0187,C733,True,
2890,2024-07-02 20:00:00,Reino Unido -> Quénia,332.61,155.4069,0.0111,C2375,True,
2891,2024-01-13 07:00:00,Reino Unido -> Quénia,939.3,155.8845,0.0159,C1503,False,
2892,2024-03-13 17:00:00,EUA -> Brasil,98.92,5.0789,0.0258,C1637,True,
2893,2024-03-26 15:00:00,Reino Unido -> Quénia,695.23,152.3711,0.0144,C765,True,
2894,2024-02-16 19:00:00,Reino Unido -> Quénia,875.77,153.7366,0.0104,C1223,True,
2895,2024-07-02 08:00:00,EUA -> Brasil,782.3,5.1871,0.026,C949,True,
2896,2024-09-05 11:00:00,Portugal -> Moçambique,301.99,68.6174,0.044,C152,True,
2897,2024-11-01 20:00:00,EUA -> Brasil,886.72,5.4298,0.0248,C1364,True,
2898,2024-09-29 04:00:00,EUA -> Brasil,79.89,5.2365,0.0236,C2942,True,
2899,2024-07-02 18:00:00,Reino Unido -> Quénia,871.83,151.1262,0.0121,C2799,False,
2900,2024-04-02 21:00:00,Reino Unido -> Quénia,801.06,155.4525,0.0146,C1245,False,
2901,2024-04-28 05:00:00,EUA -> Brasil,924.52,5.3572,0.0256,C1082,True,
2902,2024-08-03 05:00:00,Reino Unido -> Quénia,447.98,152.4336,0.0156,C643,True,
2903,2024-12-04 20:00:00,EUA -> Brasil,493.24,5.018,0.0285,C570,True,
2904,2024-03-27 20:00:00,Portugal -> Moçambique,628.65,66.3482,0.04,C2204,True,
2905,2024-08-02 05:00:00,EUA -> Brasil,283.44,5.1202,0.0326,C2640,True,
2906,2024-06-05 13:00:00,Portugal -> Moçambique,58.26,66.1722,0.0348,C1560,True,
2907,2024-09-16 16:00:00,Portugal -> Moçambique,293.86,66.2165,0.0263,C1637,True,
2908,2024-12-29 18:00:00,Reino Unido -> Quénia,704.37,158.443,0.0106,C1935,False,
2909,2024-03-17 20:00:00,EUA -> Brasil,298.29,5.0398,0.0208,C601,False,
2910,2024-03-14 20:00:00,Reino Unido -> Quénia,166.34,154.4052,0.0169,C1578,True,
2911,2024-07-10 02:00:00,EUA -> Brasil,535.27,5.372,0.0245,C2036,True,
2912,2024-07-15 00:00:00,Reino Unido -> Quénia,976.26,156.2065,0.0117,C694,True,0.0187
2913,2024-12-21 21:00:00,Portugal -> Moçambique,682.99,67.0403,0.0412,C1578,True,
2914,2024-05-29 06:00:00,Portugal -> Moçambique,616.87,66.6851,0.0332,C921,True,
2915,2024-02-13 21:00:00,Portugal -> Moçambique,878.87,69.5287,0.0448,C2968,False,
2916,2024-07-26 04:00:00,Portugal -> Moçambique,324.68,65.0147,0.0324,C2348,False,
2917,2024-05-13 04:00:00,Reino Unido -> Quénia,60.61,155.2507,0.0105,C985,True,
2918,2024-04-14 04:00:00,Reino Unido -> Quénia,208.59,153.4339,0.0105,C2308,False,
2919,2024-02-29 16:00:00,Portugal -> Moçambique,524.17,66.1777,0.0347,C842,True,
2920,2024-07-21 14:00:00,EUA -> Brasil,444.76,5.4531,0.0158,C886,True,
2921,2024-06-20 02:00:00,Portugal -> Moçambique,308.55,69.3553,0.0306,C591,True,
2922,2024-02-25 17:00:00,Portugal -> Moçambique,750.88,69.5685,0.0331,C2272,False,
2923,2024-07-30 12:00:00,EUA -> Brasil,433.66,5.0108,0.0346,C238,True,
2924,2024-07-15 09:00:00,Reino Unido -> Quénia,824.31,155.8468,0.0127,C1612,True,
2925,2024-12-06 11:00:00,Portugal -> Moçambique,569.76,68.3411,0.0417,C14,False,
2926,2024-07-26 12:00:00,Portugal -> Moçambique,270.62,67.9224,0.0425,C200,True,
2927,2024-07-17 06:00:00,Reino Unido -> Quénia,635.08,150.2703,0.0108,C149,True,
2928,2024-12-13 17:00:00,EUA -> Brasil,303.87,5.0595,0.0211,C2928,True,
2929,2024-08-16 06:00:00,Portugal -> Moçambique,407.44,66.654,0.0388,C65,False,
2930,2024-01-10 00:00:00,EUA -> Brasil,801.26,5.0919,0.0309,C893,False,0.0281
2931,2024-06-21 02:00:00,Portugal -> Moçambique,478.96,68.2642,0.0431,C54,True,
2932,2024-05-17 00:00:00,EUA -> Brasil,721.56,5.4215,0.0159,C1246,True,0.0363
2933,2024-02-17 01:00:00,Reino Unido -> Quénia,257.44,151.3213,0.0143,C730,True,
2934,2024-11-30 09:00:00,EUA -> Brasil,584.57,5.2032,0.0283,C1681,True,
2935,2024-11-23 17:00:00,Reino Unido -> Quénia,544.19,153.3621,0.0189,C2856,False,
2936,2024-04-04 14:00:00,EUA -> Brasil,859.31,5.2681,0.025,C1129,True,
2937,2024-08-29 17:00:00,Portugal -> Moçambique,77.42,65.7829,0.0386,C290,True,
2938,2024-05-28 13:00:00,Reino Unido -> Quénia,570.7,157.8726,0.0149,C1036,False,
2939,2024-05-18 09:00:00,Portugal -> Moçambique,922.68,65.2219,0.0408,C1320,True,
2940,2024-11-06 19:00:00,Reino Unido -> Quénia,372.91,152.6181,0.0164,C1768,False,
2941,2024-11-29 19:00:00,Portugal -> Moçambique,508.31,67.0612,0.0353,C185,False,
2942,2024-10-12 23:00:00,Portugal -> Moçambique,555.42,67.3545,0.0399,C419,True,
2943,2024-11-20 05:00:00,Reino Unido -> Quénia,227.96,153.0006,0.0175,C2948,True,
2944,2024-04-23 12:00:00,Reino Unido -> Quénia,923.12,157.1988,0.0193,C2774,True,
2945,2024-09-12 07:00:00,Reino Unido -> Quénia,494.56,158.5945,0.0124,C306,False,
2946,2024-05-05 15:00:00,Portugal -> Moçambique,794.46,65.6394,0.0257,C2490,True,
2947,2024-01-24 14:00:00,EUA -> Brasil,994.81,5.1759,0.026,C2315,True,
2948,2024-11-10 07:00:00,EUA -> Brasil,513.04,5.3161,0.0328,C1304,True,
2949,2024-05-25 06:00:00,Reino Unido -> Quénia,754.96,158.5075,0.0124,C2324,False,
2950,2024-06-22 00:00:00,Portugal -> Moçambique,309.21,68.6784,0.0292,C844,False,0.0294
2951,2024-07-21 17:00:00,EUA -> Brasil,91.89,5.1309,0.0246,C2709,True,
2952,2024-03-23 22:00:00,EUA -> Brasil,740.82,5.1694,0.02,C340,True,
2953,2024-03-12 06:00:00,Portugal -> Moçambique,555.47,68.8028,0.0421,C1191,False,
2954,2024-10-02 03:00:00,Reino Unido -> Quénia,736.72,153.547,0.0164,C440,True,
2955,2024-05-22 11:00:00,EUA -> Brasil,818.87,5.328,0.0298,C200,True,
2956,2024-08-07 18:00:00,Portugal -> Moçambique,945.1,69.2049,0.0396,C741,True,
2957,2024-12-12 04:00:00,EUA -> Brasil,837.47,5.1021,0.0161,C498,True,
2958,2024-10-14 06:00:00,Reino Unido -> Quénia,351.79,151.012,0.0171,C2986,True,
2959,2024-08-23 08:00:00,Portugal -> Moçambique,944.4,65.9694,0.028,C731,False,
2960,2024-11-26 00:00:00,Portugal -> Moçambique,493.22,65.4747,0.0307,C935,True,0.0447
2961,2024-04-17 13:00:00,Reino Unido -> Quénia,484.68,155.1856,0.0132,C852,False,
2962,2024-06-23 14:00:00,Reino Unido -> Quénia,349.37,157.1343,0.011,C906,True,
2963,2024-01-11 19:00:00,EUA -> Brasil,373.03,5.1391,0.0187,C2323,True,
2964,2024-09-10 18:00:00,Reino Unido -> Quénia,375.81,155.8612,0.0136,C1459,True,
2965,2024-05-26 12:00:00,Portugal -> Moçambique,269.6,69.7469,0.0352,C751,True,
2966,2024-12-15 13:00:00,Reino Unido -> Quénia,565.98,158.9931,0.0143,C150,False,
2967,2024-02-24 06:00:00,EUA -> Brasil,608.31,5.407,0.0296,C717,True,
2968,2024-05-27 08:00:00,EUA -> Brasil,754.12,5.294,0.0231,C1692,True,
2969,2024-04-05 15:00:00,EUA -> Brasil,788.26,5.4685,0.0305,C2508,True,
2970,2024-05-13 04:00:00,EUA -> Brasil,727.47,5.1151,0.0295,C1747,True,
2971,2024-08-29 18:00:00,EUA -> Brasil,657.97,5.4817,0.0243,C1123,False,
2972,2024-11-11 06:00:00,Portugal -> Moçambique,305.81,67.8872,0.0325,C1377,True,
2973,2024-10-23 10:00:00,Portugal -> Moçambique,623.24,66.0375,0.0378,C1999,True,
2974,2024-09-21 13:00:00,EUA -> Brasil,415.75,5.2612,0.0265,C1911,False,
2975,2024-03-22 07:00:00,Portugal -> Moçambique,389.15,65.0263,0.0385,C85,True,
2976,2024-04-12 14:00:00,Portugal -> Moçambique,276.96,69.4647,0.0392,C2682,True,
2977,2024-12-21 07:00:00,EUA -> Brasil,795.39,5.2108,0.0235,C1270,True,
2978,2024-01-21 07:00:00,Portugal -> Moçambique,82.1,65.2438,0.0307,C1067,True,
2979,2024-09-05 19:00:00,EUA -> Brasil,690.48,5.1929,0.031,C1336,True,
2980,2024-10-06 00:00:00,EUA -> Brasil,358.29,5.026,0.027,C2130,True,0.0191
2981,2024-09-26 12:00:00,Reino Unido -> Quénia,728.88,153.3694,0.0139,C1981,True,
2982,2024-12-18 21:00:00,Reino Unido -> Quénia,55.57,154.7719,0.0158,C2932,False,
2983,2024-05-29 05:00:00,EUA -> Brasil,69.69,5.4382,0.0171,C643,True,
2984,2024-10-22 03:00:00,Portugal -> Moçambique,107.68,68.6063,0.027,C2742,True,
2985,2024-08-14 19:00:00,Portugal -> Moçambique,594.69,67.7752,0.0348,C2123,True,
2986,2024-12-27 11:00:00,Reino Unido -> Quénia,331.04,155.3694,0.0133,C220,True,
2987,2024-03-16 21:00:00,EUA -> Brasil,318.34,5.4067,0.0293,C2876,False,
2988,2024-09-25 11:00:00,Portugal -> Moçambique,566.63,67.9705,0.0426,C1098,True,
2989,2024-05-01 17:00:00,Reino Unido -> Quénia,296.25,154.8264,0.0191,C384,False,
2990,2024-04-19 23:00:00,Reino Unido -> Quénia,278.88,150.0988,0.0188,C204,True,
2991,2024-05-30 13:00:00,Portugal -> Moçambique,259.26,67.4868,0.0396,C1646,True,
2992,2024-08-18 12:00:00,Portugal -> Moçambique,290.24,66.8253,0.0306,C65,False,
2993,2024-09-04 17:00:00,EUA -> Brasil,251.26,5.2433,0.0196,C1059,True,
2994,2024-01-11 22:00:00,Reino Unido -> Quénia,354.07,154.4806,0.0111,C747,True,
2995,2024-02-04 16:00:00,EUA -> Brasil,159.5,5.4939,0.0346,C1728,True,
2996,2024-11-17 21:00:00,Reino Unido -> Quénia,724.15,150.8974,0.0115,C643,True,
2997,2024-03-15 16:00:00,EUA -> Brasil,503.86,5.3124,0.0174,C1090,True,
2998,2024-11-07 14:00:00,Portugal -> Moçambique,449.84,68.0774,0.0256,C802,True,
2999,2024-10-24 15:00:00,Reino Unido -> Quénia,299.64,152.7327,0.0148,C1821,False,
3000,2024-05-14 23:00:00,EUA -> Brasil,159.82,5.2001,0.0215,C1949,False,
3001,2024-05-12 07:00:00,Reino Unido -> Quénia,944.88,157.4554,0.0147,C1026,True,
3002,2024-03-25 05:00:00,Portugal -> Moçambique,701.88,68.2333,0.0253,C1667,False,
3003,2024-09-09 11:00:00,Portugal -> Moçambique,788.29,65.8334,0.0447,C724,True,
3004,2024-11-17 22:00:00,Reino Unido -> Quénia,289.28,157.4566,0.0122,C2481,False,
3005,2024-07-02 22:00:00,EUA -> Brasil,701.5,5.2463,0.0268,C1100,True,
3006,2024-01-02 05:00:00,EUA -> Brasil,248.11,5.103,0.0196,C2206,True,
3007,2024-05-11 11:00:00,Portugal -> Moçambique,550.11,67.0683,0.0321,C394,True,
3008,2024-11-19 07:00:00,Reino Unido -> Quénia,279.33,153.0523,0.0106,C74,True,
3009,2024-12-21 13:00:00,EUA -> Brasil,863.12,5.0716,0.0158,C2722,True,
3010,2024-11-12 07:00:00,EUA -> Brasil,685.29,5.2243,0.0305,C1645,True,
3011,2024-11-27 04:00:00,EUA -> Brasil,698.73,5.491,0.0234,C1730,True,
3012,2024-11-15 14:00:00,Reino Unido -> Quénia,941.05,155.7128,0.013,C1557,True,
3013,2024-11-29 12:00:00,Reino Unido -> Quénia,543.74,152.986,0.0178,C969,True,
3014,2024-04-20 07:00:00,EUA -> Brasil,338.66,5.0963,0.0195,C528,True,
3015,2024-03-05 06:00:00,Reino Unido -> Quénia,680.6,159.2233,0.016,C2442,True,
3016,2024-07-08 12:00:00,EUA -> Brasil,753.0,5.3844,0.0238,C1214,True,
3017,2024-01-13 23:00:00,Portugal -> Moçambique,425.79,68.0492,0.0414,C2647,True,
3018,2024-06-05 13:00:00,Reino Unido -> Quénia,274.2,156.2381,0.0143,C2233,False,
3019,2024-07-19 10:00:00,Portugal -> Moçambique,738.11,68.8814,0.0347,C1283,False,
3020,2024-08-11 18:00:00,Reino Unido -> Quénia,547.55,158.8174,0.014,C2577,False,
3021,2024-06-24 05:00:00,EUA -> Brasil,366.6,5.4778,0.0263,C1347,True,
3022,2024-04-21 16:00:00,Portugal -> Moçambique,866.7,68.6924,0.0342,C200,True,
3023,2024-07-20 08:00:00,EUA -> Brasil,713.21,5.0275,0.023,C820,True,
3024,2024-12-13 04:00:00,EUA -> Brasil,846.54,5.4456,0.031,C2317,True,
3025,2024-09-24 02:00:00,Portugal -> Moçambique,151.69,65.0835,0.0337,C1665,True,
3026,2024-10-16 12:00:00,Reino Unido -> Quénia,745.21,158.5333,0.0141,C1827,True,
3027,2024-08-28 12:00:00,Reino Unido -> Quénia,522.26,157.4533,0.015,C1724,True,
3028,2024-02-02 13:00:00,EUA -> Brasil,763.73,5.0061,0.0245,C2417,False,
3029,2024-04-29 04:00:00,Reino Unido -> Quénia,500.4,159.601,0.015,C1841,True,
3030,2024-05-27 14:00:00,Reino Unido -> Quénia,343.77,158.7341,0.0174,C1316,False,
3031,2024-10-07 23:00:00,Portugal -> Moçambique,373.34,67.7474,0.0271,C378,True,
3032,2024-07-07 06:00:00,EUA -> Brasil,508.66,5.2057,0.0221,C393,True,
3033,2024-11-03 23:00:00,Portugal -> Moçambique,974.04,67.5661,0.0335,C2539,True,
3034,2024-07-28 09:00:00,Portugal -> Moçambique,663.57,65.73,0.0398,C1399,False,
3035,2024-01-22 15:00:00,Reino Unido -> Quénia,962.06,155.4357,0.0199,C827,False,
3036,2024-05-17 09:00:00,Reino Unido -> Quénia,544.56,159.1562,0.017,C2723,False,
3037,2024-12-07 02:00:00,EUA -> Brasil,641.54,5.1544,0.0326,C64,True,
3038,2024-07-16 17:00:00,EUA -> Brasil,225.16,5.4585,0.0306,C284,True,
3039,2024-10-15 19:00:00,Portugal -> Moçambique,75.52,68.983,0.0259,C1611,True,
3040,2024-11-23 20:00:00,EUA -> Brasil,247.47,5.4738,0.0258,C769,True,
3041,2024-10-14 13:00:00,Reino Unido -> Quénia,579.09,151.6758,0.0101,C354,True,
3042,2024-06-03 05:00:00,Portugal -> Moçambique,608.17,66.7538,0.0299,C2105,False,
3043,2024-07-04 19:00:00,Portugal -> Moçambique,555.87,68.5801,0.0365,C2844,True,
3044,2024-08-09 03:00:00,Reino Unido -> Quénia,844.26,151.1775,0.0176,C1617,True,
3045,2024-04-16 21:00:00,Portugal -> Moçambique,57.33,66.8761,0.0276,C1770,False,
3046,2024-10-02 19:00:00,Reino Unido -> Quénia,504.71,151.0617,0.0174,C2815,False,
3047,2024-01-21 18:00:00,Portugal -> Moçambique,123.72,68.266,0.0376,C1625,True,
3048,2024-08-23 21:00:00,Portugal -> Moçambique,783.68,68.1027,0.0333,C2037,False,
3049,2024-06-30 09:00:00,Portugal -> Moçambique,574.26,68.9809,0.0378,C1522,True,
3050,2024-12-11 06:00:00,Portugal -> Moçambique,819.81,66.2154,0.0308,C1843,False,
3051,2024-10-21 14:00:00,Reino Unido -> Quénia,55.58,159.6271,0.0141,C52,True,
3052,2024-04-28 17:00:00,Portugal -> Moçambique,813.21,69.5768,0.0374,C2055,False,
3053,2024-07-25 20:00:00,EUA -> Brasil,998.12,5.4789,0.0218,C133,True,
3054,2024-05-14 11:00:00,Reino Unido -> Quénia,870.97,155.6612,0.0127,C2024,True,
3055,2024-12-19 09:00:00,Reino Unido -> Quénia,365.2,156.2923,0.0199,C1013,True,
3056,2024-02-08 04:00:00,EUA -> Brasil,717.32,5.4437,0.0163,C282,True,
3057,2024-11-01 17:00:00,Reino Unido -> Quénia,546.91,159.7131,0.0125,C2888,True,
3058,2024-11-20 17:00:00,Reino Unido -> Quénia,222.22,155.9943,0.0166,C1531,True,
3059,2024-05-12 22:00:00,Portugal -> Moçambique,184.13,66.3526,0.0339,C1628,True,
3060,2024-01-30 20:00:00,Reino Unido -> Quénia,626.03,155.0895,0.0198,C1749,True,
3061,2024-11-21 12:00:00,EUA -> Brasil,624.85,5.3592,0.0264,C1737,False,
3062,2024-03-08 06:00:00,Reino Unido -> Quénia,228.87,158.939,0.0164,C893,False,
3063,2024-11-15 02:00:00,Portugal -> Moçambique,96.7,65.5529,0.0402,C960,False,
3064,2024-09-02 19:00:00,Reino Unido -> Quénia,898.5,150.0484,0.0122,C2219,True,
3065,2024-01-10 13:00:00,Portugal -> Moçambique,98.93,69.0631,0.0449,C716,False,
3066,2024-06-25 03:00:00,EUA -> Brasil,950.11,5.4432,0.0346,C420,False,
3067,2024-06-17 21:00:00,Portugal -> Moçambique,193.8,65.881,0.0406,C1894,True,
3068,2024-12-17 05:00:00,EUA -> Brasil,60.28,5.0367,0.0232,C674,True,
3069,2024-04-01 17:00:00,Reino Unido -> Quénia,609.98,152.8828,0.0176,C2727,False,
3070,2024-07-24 18:00:00,Reino Unido -> Quénia,276.86,158.157,0.0111,C2419,False,
3071,2024-04-20 17:00:00,Portugal -> Moçambique,920.8,67.548,0.0271,C1775,True,
3072,2024-06-18 21:00:00,Reino Unido -> Quénia,496.59,158.1667,0.011,C649,True,
3073,2024-02-18 06:00:00,Reino Unido -> Quénia,776.79,151.8846,0.0182,C1235,False,
3074,2024-08-15 08:00:00,EUA -> Brasil,247.93,5.4517,0.0181,C1185,True,
3075,2024-12-11 04:00:00,Portugal -> Moçambique,121.18,66.2002,0.0311,C2557,True,
3076,2024-04-17 13:00:00,Portugal -> Moçambique,983.28,65.9974,0.0276,C297,True,
3077,2024-10-04 08:00:00,Reino Unido -> Quénia,457.46,155.3126,0.0193,C214,True,
3078,2024-11-14 15:00:00,Reino Unido -> Quénia,660.67,155.8537,0.0156,C1236,True,
3079,2024-08-05 03:00:00,Portugal -> Moçambique,781.49,66.6249,0.0333,C2387,True,
3080,2024-04-17 06:00:00,EUA -> Brasil,182.4,5.1819,0.0325,C921,True,
3081,2024-03-31 10:00:00,EUA -> Brasil,227.25,5.1577,0.0215,C1844,True,
3082,2024-03-14 15:00:00,Portugal -> Moçambique,265.94,69.9723,0.0359,C754,False,
3083,2024-01-25 04:00:00,EUA -> Brasil,981.28,5.3094,0.027,C2353,False,
3084,2024-03-02 14:00:00,Reino Unido -> Quénia,892.39,157.5316,0.0139,C39,True,
3085,2024-08-18 17:00:00,Portugal -> Moçambique,683.39,65.0895,0.0366,C8,True,
3086,2024-08-18 21:00:00,Portugal -> Moçambique,281.19,65.6035,0.0297,C719,True,
3087,2024-07-26 12:00:00,Portugal -> Moçambique,435.34,69.2209,0.036,C126,False,
3088,2024-02-13 11:00:00,Reino Unido -> Quénia,997.01,157.0294,0.016,C2351,True,
3089,2024-02-19 00:00:00,EUA -> Brasil,209.54,5.4468,0.0345,C1323,False,0.0264
3090,2024-06-28 00:00:00,Portugal -> Moçambique,409.35,68.0367,0.0365,C69,True,0.0377
3091,2024-12-29 05:00:00,EUA -> Brasil,495.01,5.3396,0.0275,C540,True,
3092,2024-10-10 03:00:00,Reino Unido -> Quénia,172.17,157.6827,0.0179,C597,True,
3093,2024-10-28 13:00:00,Reino Unido -> Quénia,240.62,158.0524,0.0172,C398,True,
3094,2024-08-05 10:00:00,Portugal -> Moçambique,452.5,69.9277,0.0328,C2445,True,
3095,2024-08-10 08:00:00,Portugal -> Moçambique,598.01,69.2291,0.0373,C548,True,
3096,2024-06-21 03:00:00,Reino Unido -> Quénia,196.4,156.6434,0.0176,C225,False,
3097,2024-12-10 22:00:00,EUA -> Brasil,976.65,5.4017,0.0343,C2064,False,
3098,2024-10-09 15:00:00,Reino Unido -> Quénia,119.37,158.6257,0.0102,C133,True,
3099,2024-12-15 11:00:00,Portugal -> Moçambique,536.26,67.6057,0.0264,C589,False,
3100,2024-02-10 08:00:00,Portugal -> Moçambique,900.49,66.8226,0.0347,C2097,True,
3101,2024-06-03 15:00:00,Reino Unido -> Quénia,887.84,152.1855,0.0185,C794,True,
3102,2024-06-22 03:00:00,Reino Unido -> Quénia,521.56,153.3887,0.0122,C1330,True,
3103,2024-10-10 04:00:00,EUA -> Brasil,403.39,5.2906,0.0224,C2708,True,
3104,2024-07-21 20:00:00,EUA -> Brasil,72.88,5.0651,0.0205,C1969,True,
3105,2024-12-24 13:00:00,EUA -> Brasil,414.47,5.1483,0.0157,C2173,True,
3106,2024-11-23 15:00:00,Reino Unido -> Quénia,595.31,154.3467,0.0109,C2548,True,
3107,2024-08-09 13:00:00,Reino Unido -> Quénia,619.0,158.3804,0.0168,C954,True,
3108,2024-02-17 10:00:00,EUA -> Brasil,438.71,5.2851,0.0348,C1214,True,
3109,2024-10-01 14:00:00,Portugal -> Moçambique,248.07,68.5649,0.0352,C1606,True,
3110,2024-01-25 11:00:00,Reino Unido -> Quénia,956.61,153.0019,0.0123,C2755,True,
3111,2024-09-28 12:00:00,Portugal -> Moçambique,801.81,66.3339,0.0295,C2008,True,
3112,2024-08-24 10:00:00,Reino Unido -> Quénia,130.21,152.5222,0.0112,C2971,True,
3113,2024-02-09 20:00:00,EUA -> Brasil,105.4,5.2531,0.0158,C2320,True,
3114,2024-02-05 10:00:00,EUA -> Brasil,100.14,5.0143,0.0259,C86,True,
3115,2024-07-11 01:00:00,Portugal -> Moçambique,395.15,65.9581,0.0347,C2192,True,
3116,2024-05-20 12:00:00,EUA -> Brasil,390.55,5.1738,0.0232,C2167,True,
3117,2024-04-17 04:00:00,EUA -> Brasil,731.4,5.3391,0.0342,C729,False,
3118,2024-04-17 00:00:00,Portugal -> Moçambique,480.31,68.9344,0.027,C2911,True,0.0382
3119,2024-10-09 08:00:00,EUA -> Brasil,321.58,5.0588,0.0198,C1058,True,
3120,2024-06-05 14:00:00,EUA -> Brasil,665.1,5.2634,0.0211,C1735,True,
3121,2024-02-16 22:00:00,Portugal -> Moçambique,391.91,65.0037,0.0448,C2802,False,
3122,2024-07-23 10:00:00,Portugal -> Moçambique,737.69,69.3878,0.0413,C1558,True,
3123,2024-02-23 04:00:00,EUA -> Brasil,863.4,5.3678,0.0194,C2413,True,
3124,2024-05-04 02:00:00,Reino Unido -> Quénia,938.67,159.0842,0.0142,C717,True,
3125,2024-01-19 08:00:00,Reino Unido -> Quénia,292.18,156.1495,0.0109,C118,True,
3126,2024-05-01 16:00:00,Portugal -> Moçambique,531.73,68.322,0.0293,C1074,True,
3127,2024-02-10 11:00:00,Reino Unido -> Quénia,666.25,158.7507,0.0147,C2239,False,
3128,2024-05-01 16:00:00,Reino Unido -> Quénia,862.95,158.3035,0.0132,C748,True,
3129,2024-04-14 16:00:00,Reino Unido -> Quénia,693.18,155.325,0.0124,C620,False,
3130,2024-01-23 11:00:00,Portugal -> Moçambique,130.59,65.4656,0.034,C110,True,
3131,2024-08-22 05:00:00,EUA -> Brasil,335.82,5.2991,0.0189,C2819,True,
3132,2024-06-22 14:00:00,Portugal -> Moçambique,91.24,67.2969,0.0402,C443,True,
3133,2024-07-04 06:00:00,EUA -> Brasil,855.46,5.3427,0.0158,C2387,True,
3134,2024-07-11 10:00:00,Portugal -> Moçambique,443.77,66.6881,0.0293,C2347,False,
3135,2024-10-13 14:00:00,EUA -> Brasil,888.15,5.3148,0.0278,C2424,True,
3136,2024-06-23 12:00:00,Reino Unido -> Quénia,145.49,153.6946,0.01,C1793,True,
3137,2024-05-10 06:00:00,Reino Unido -> Quénia,240.85,154.0072,0.0157,C1635,False,
3138,2024-05-07 15:00:00,Portugal -> Moçambique,968.08,65.715,0.0393,C487,False,
3139,2024-07-31 15:00:00,EUA -> Brasil,540.06,5.0309,0.0275,C116,True,
3140,2024-09-07 16:00:00,EUA -> Brasil,758.4,5.0722,0.0216,C526,True,
3141,2024-12-11 20:00:00,Reino Unido -> Quénia,963.75,158.1993,0.0179,C224,False,
3142,2024-09-05 23:00:00,Reino Unido -> Quénia,465.76,156.1232,0.0145,C826,True,
3143,2024-12-05 17:00:00,Portugal -> Moçambique,475.11,65.8598,0.0357,C1926,False,
3144,2024-05-09 11:00:00,Portugal -> Moçambique,748.29,67.326,0.0396,C466,True,
3145,2024-08-18 11:00:00,Portugal -> Moçambique,765.28,67.1323,0.0358,C2897,True,
3146,2024-04-30 13:00:00,Reino Unido -> Quénia,611.13,155.8278,0.0169,C1242,True,
3147,2024-11-13 03:00:00,Reino Unido -> Quénia,150.67,155.1003,0.0187,C158,True,
3148,2024-12-20 10:00:00,Portugal -> Moçambique,258.72,65.1109,0.0397,C171,True,
3149,2024-07-16 14:00:00,EUA -> Brasil,845.54,5.1095,0.0279,C304,True,
3150,2024-10-26 06:00:00,Reino Unido -> Quénia,261.41,156.5555,0.0194,C133,True,
3151,2024-07-05 19:00:00,EUA -> Brasil,78.64,5.1055,0.0218,C1592,True,
3152,2024-08-29 10:00:00,Reino Unido -> Quénia,954.53,152.4477,0.0115,C2700,True,
3153,2024-03-18 06:00:00,EUA -> Brasil,300.87,5.0716,0.0234,C527,False,
3154,2024-12-27 01:00:00,Portugal -> Moçambique,748.57,69.5473,0.0344,C537,True,
3155,2024-05-01 00:00:00,Reino Unido -> Quénia,207.16,158.083,0.012,C2836,True,0.0202
3156,2024-09-08 14:00:00,EUA -> Brasil,890.92,5.0767,0.0319,C2644,False,
3157,2024-09-16 00:00:00,Reino Unido -> Quénia,535.39,159.2663,0.0168,C2614,True,0.02
3158,2024-06-21 00:00:00,Portugal -> Moçambique,815.26,69.51,0.0315,C1566,True,0.0301
3159,2024-12-13 13:00:00,Reino Unido -> Quénia,951.72,157.1489,0.0105,C1951,False,
3160,2024-04-21 18:00:00,Portugal -> Moçambique,251.37,69.9475,0.0448,C1110,True,
3161,2024-04-08 20:00:00,Portugal -> Moçambique,434.5,68.5174,0.035,C1977,True,
3162,2024-10-20 06:00:00,EUA -> Brasil,904.59,5.3882,0.0234,C2606,True,
3163,2024-04-09 22:00:00,Portugal -> Moçambique,582.43,68.2231,0.031,C2650,False,
3164,2024-09-13 12:00:00,Portugal -> Moçambique,359.27,66.4279,0.0367,C1036,False,
3165,2024-05-31 08:00:00,Reino Unido -> Quénia,54.01,159.4325,0.0132,C198,True,
3166,2024-03-26 14:00:00,EUA -> Brasil,706.84,5.2577,0.018,C2213,True,
3167,2024-04-12 11:00:00,Portugal -> Moçambique,741.41,67.2649,0.029,C1852,True,
3168,2024-01-13 20:00:00,Reino Unido -> Quénia,311.75,157.8064,0.0189,C2954,True,
