ID_transacao,data,corredor,valor_enviado,taxa_de_cambio,fee_percent,ID_cliente
2084,2024-11-27 00:00:00,Reino Unido -> Quénia,942.12,159.5992,0.0129,C1057
2085,2024-09-26 10:00:00,Portugal -> Moçambique,973.6,67.7601,0.0434,C708
2086,2024-06-03 05:00:00,Portugal -> Moçambique,762.75,65.8133,0.0439,C1712
2087,2024-12-12 02:00:00,Reino Unido -> Quénia,816.03,154.7248,0.0123,C368
2088,2024-12-17 21:00:00,Portugal -> Moçambique,202.43,65.7439,0.044,C1640
2089,2024-07-16 14:00:00,EUA -> Brasil,308.8,5.0604,0.0244,C2011
2090,2024-09-09 15:00:00,Portugal -> Moçambique,346.85,67.7204,0.036,C2080
2091,2024-07-31 20:00:00,Portugal -> Moçambique,286.05,68.2644,0.0311,C884
2092,2024-07-06 18:00:00,EUA -> Brasil,333.99,5.4141,0.0178,C1420
2093,2024-03-24 12:00:00,Portugal -> Moçambique,669.62,66.3407,0.03,C2139
2094,2024-11-27 00:00:00,EUA -> Brasil,868.14,5.3859,0.0177,C1521
2095,2024-04-04 14:00:00,Portugal -> Moçambique,360.4,65.3987,0.0343,C2200
2096,2024-08-29 06:00:00,Reino Unido -> Quénia,96.61,156.3929,0.0132,C2399
2097,2024-05-16 10:00:00,Reino Unido -> Quénia,610.57,154.0271,0.017,C2690
2098,2024-09-28 13:00:00,Reino Unido -> Quénia,334.16,159.7489,0.0192,C2597
2099,2024-01-30 20:00:00,Reino Unido -> Quénia,559.9,157.1209,0.0155,C2
2100,2024-05-28 02:00:00,EUA -> Brasil,444.12,5.4542,0.0285,C888
2101,2024-05-23 21:00:00,Portugal -> Moçambique,156.7,66.3293,0.0295,C1054
2102,2024-10-25 06:00:00,Reino Unido -> Quénia,212.15,153.664,0.0125,C1922
2103,2024-08-28 09:00:00,EUA -> Brasil,317.57,5.021,0.0296,C1030
2104,2024-12-04 14:00:00,EUA -> Brasil,800.98,5.4035,0.0267,C1636
2105,2024-05-12 13:00:00,EUA -> Brasil,556.27,5.2897,0.0202,C2395
2106,2024-07-10 01:00:00,Portugal -> Moçambique,89.41,68.1999,0.0255,C1329
2107,2024-08-02 08:00:00,Reino Unido -> Quénia,904.75,157.8352,0.0115,C2438
2108,2024-06-04 01:00:00,Reino Unido -> Quénia,912.83,158.6374,0.0156,C1434
2109,2024-11-01 14:00:00,Portugal -> Moçambique,136.33,66.3856,0.0346,C298
2110,2024-12-17 20:00:00,Portugal -> Moçambique,457.0,67.9476,0.0346,C453
2111,2024-10-04 14:00:00,Reino Unido -> Quénia,547.07,157.8635,0.0143,C112
2112,2024-04-05 02:00:00,Reino Unido -> Quénia,366.57,155.0377,0.018,C798
2113,2024-03-19 07:00:00,Reino Unido -> Quénia,435.13,155.2709,0.0163,C2853
2114,2024-03-20 04:00:00,EUA -> Brasil,346.66,5.3121,0.0245,C1980
2115,2024-11-21 03:00:00,Portugal -> Moçambique,159.69,67.6577,0.0443,C840
2116,2024-11-02 19:00:00,EUA -> Brasil,759.41,5.0163,0.0182,C1730
2117,2024-03-04 14:00:00,EUA -> Brasil,929.85,5.4037,0.0162,C1100
2118,2024-11-28 11:00:00,Portugal -> Moçambique,492.76,67.6094,0.0294,C1479
2119,2024-11-25 13:00:00,Reino Unido -> Quénia,825.65,153.1907,0.0155,C2987
2120,2024-07-04 00:00:00,Reino Unido -> Quénia,640.82,151.0575,0.0155,C1324
2121,2024-11-29 11:00:00,Reino Unido -> Quénia,111.69,152.8244,0.0106,C952
2122,2024-11-25 10:00:00,EUA -> Brasil,761.77,5.4494,0.0337,C819
2123,2024-02-03 01:00:00,EUA -> Brasil,676.49,5.1555,0.0319,C210
2124,2024-11-28 17:00:00,EUA -> Brasil,372.96,5.0609,0.0324,C1320
2125,2024-10-05 18:00:00,Portugal -> Moçambique,340.97,68.4207,0.0391,C2333
2126,2024-12-04 09:00:00,Reino Unido -> Quénia,101.8,151.2397,0.0142,C1630
2127,2024-12-02 17:00:00,Portugal -> Moçambique,740.99,65.7058,0.0255,C1354
2128,2024-08-26 18:00:00,EUA -> Brasil,911.53,5.2545,0.0273,C1453
2129,2024-03-28 16:00:00,Portugal -> Moçambique,583.72,67.2784,0.0378,C1128
2130,2024-04-15 04:00:00,Portugal -> Moçambique,636.43,69.9767,0.0356,C1749
2131,2024-12-20 15:00:00,Portugal -> Moçambique,316.33,68.1942,0.0342,C2235
2132,2024-05-28 12:00:00,Portugal -> Moçambique,805.98,69.9024,0.0426,C2785
2133,2024-10-18 02:00:00,Reino Unido -> Quénia,363.9,155.5881,0.0155,C370
2134,2024-01-26 23:00:00,EUA -> Brasil,907.94,5.1922,0.0287,C2204
2135,2024-02-14 19:00:00,Portugal -> Moçambique,717.83,66.1026,0.0436,C2602
2136,2024-08-28 00:00:00,EUA -> Brasil,204.11,5.134,0.029,C1558
2137,2024-08-12 04:00:00,Portugal -> Moçambique,495.04,66.4119,0.0268,C809
2138,2024-03-09 18:00:00,EUA -> Brasil,264.93,5.1934,0.0345,C1517
2139,2024-06-08 15:00:00,EUA -> Brasil,188.46,5.01,0.0242,C1826
2140,2024-06-23 10:00:00,Portugal -> Moçambique,659.26,65.5165,0.0256,C1751
2141,2024-04-05 21:00:00,Portugal -> Moçambique,938.99,69.6869,0.0436,C2151
2142,2024-06-29 20:00:00,Reino Unido -> Quénia,895.42,150.7574,0.0158,C2165
2143,2024-01-18 05:00:00,Reino Unido -> Quénia,577.37,152.7275,0.0155,C1508
2144,2024-05-07 11:00:00,EUA -> Brasil,134.45,5.3613,0.0248,C2053
2145,2024-10-01 04:00:00,EUA -> Brasil,188.25,5.0661,0.029,C1228
2146,2024-09-24 18:00:00,EUA -> Brasil,232.37,5.3861,0.0178,C2925
2147,2024-06-09 15:00:00,Portugal -> Moçambique,574.63,69.3066,0.0341,C2788
2148,2024-04-06 02:00:00,EUA -> Brasil,540.0,5.124,0.0219,C717
2149,2024-11-27 03:00:00,Portugal -> Moçambique,111.72,67.6691,0.0281,C2758
2150,2024-03-29 00:00:00,Portugal -> Moçambique,277.44,67.202,0.0277,C2873
2151,2024-07-17 16:00:00,EUA -> Brasil,910.32,5.0753,0.0175,C2647
2152,2024-05-11 05:00:00,Portugal -> Moçambique,181.21,65.6197,0.0372,C2730
2153,2024-07-14 02:00:00,Portugal -> Moçambique,624.65,66.8784,0.0267,C2924
2154,2024-12-18 19:00:00,Reino Unido -> Quénia,559.3,158.4623,0.018,C1005
2155,2024-09-16 22:00:00,EUA -> Brasil,839.43,5.2513,0.0186,C1211
2156,2024-01-14 02:00:00,Portugal -> Moçambique,308.99,67.9831,0.0295,C138
2157,2024-07-21 21:00:00,EUA -> Brasil,850.13,5.3787,0.017,C2245
2158,2024-11-20 05:00:00,Portugal -> Moçambique,755.93,67.8677,0.0373,C1203
2159,2024-04-10 06:00:00,EUA -> Brasil,195.5,5.0077,0.0274,C2243
2160,2024-02-09 21:00:00,EUA -> Brasil,421.22,5.0869,0.0232,C473
2161,2024-01-31 19:00:00,EUA -> Brasil,484.84,5.1702,0.0282,C2238
2162,2024-08-24 07:00:00,EUA -> Brasil,681.61,5.2473,0.0201,C869
2163,2024-04-29 00:00:00,Portugal -> Moçambique,690.81,66.0962,0.0277,C539
2164,2024-09-24 06:00:00,Reino Unido -> Quénia,426.14,158.9355,0.0154,C398
2165,2024-02-21 12:00:00,Reino Unido -> Quénia,635.61,154.6665,0.0114,C2771
2166,2024-03-29 08:00:00,Portugal -> Moçambique,538.06,66.4154,0.044,C2630
2167,2024-06-30 03:00:00,Reino Unido -> Quénia,704.32,155.0109,0.0134,C367
2168,2024-06-28 08:00:00,Reino Unido -> Quénia,833.18,153.9825,0.0121,C1981
2169,2024-10-25 10:00:00,Portugal -> Moçambique,455.02,69.1308,0.0354,C2568
2170,2024-09-28 04:00:00,EUA -> Brasil,103.13,5.2844,0.0199,C2708
2171,2024-05-14 16:00:00,Reino Unido -> Quénia,181.72,151.361,0.0173,C1969
2172,2024-08-30 15:00:00,EUA -> Brasil,269.47,5.1232,0.023,C627
2173,2024-01-02 10:00:00,Portugal -> Moçambique,759.9,65.7701,0.0358,C282
2174,2024-11-30 14:00:00,Reino Unido -> Quénia,555.19,157.6899,0.0198,C1586
2175,2024-06-16 06:00:00,Reino Unido -> Quénia,566.68,157.7285,0.0125,C2984
2176,2024-12-22 23:00:00,Reino Unido -> Quénia,324.61,150.0161,0.0123,C2014
2177,2024-11-23 01:00:00,Reino Unido -> Quénia,305.34,156.8963,0.0121,C1008
2178,2024-02-23 06:00:00,Portugal -> Moçambique,984.05,67.0365,0.0424,C27
2179,2024-08-18 07:00:00,EUA -> Brasil,699.45,5.0064,0.0321,C832
2180,2024-07-14 22:00:00,EUA -> Brasil,617.91,5.2637,0.0279,C20
2181,2024-02-10 06:00:00,Reino Unido -> Quénia,385.39,151.8891,0.0188,C1513
2182,2024-05-16 03:00:00,Reino Unido -> Quénia,121.86,155.47,0.0162,C222
2183,2024-04-10 18:00:00,Reino Unido -> Quénia,98.02,153.5626,0.0191,C88
2184,2024-11-19 15:00:00,EUA -> Brasil,162.53,5.4714,0.0156,C155
2185,2024-05-04 05:00:00,Reino Unido -> Quénia,558.62,154.9618,0.0141,C2645
2186,2024-01-23 15:00:00,Reino Unido -> Quénia,504.49,153.649,0.0157,C2133
2187,2024-05-22 11:00:00,EUA -> Brasil,535.02,5.0918,0.0329,C1873
2188,2024-03-06 06:00:00,EUA -> Brasil,112.24,5.1318,0.0223,C486
2189,2024-05-04 23:00:00,Portugal -> Moçambique,860.12,65.8675,0.0435,C1841
2190,2024-05-27 05:00:00,Portugal -> Moçambique,268.84,67.2818,0.0318,C1493
2191,2024-09-05 23:00:00,Portugal -> Moçambique,470.02,68.1563,0.0367,C841
2192,2024-08-13 06:00:00,Reino Unido -> Quénia,638.73,156.7756,0.0167,C248
2193,2024-06-05 20:00:00,EUA -> Brasil,542.26,5.3773,0.0273,C932
2194,2024-01-16 09:00:00,EUA -> Brasil,569.91,5.2616,0.0284,C139
2195,2024-07-08 17:00:00,EUA -> Brasil,496.52,5.1821,0.0165,C2422
2196,2024-01-17 03:00:00,Portugal -> Moçambique,534.79,65.0535,0.0408,C2774
2197,2024-11-12 06:00:00,Reino Unido -> Quénia,483.57,158.7201,0.0198,C1045
2198,2024-01-06 11:00:00,Reino Unido -> Quénia,326.44,152.5558,0.0175,C540
2199,2024-12-27 20:00:00,EUA -> Brasil,394.12,5.266,0.0262,C1534
2200,2024-10-26 09:00:00,Portugal -> Moçambique,270.56,67.0585,0.0415,C478
2201,2024-12-30 07:00:00,Reino Unido -> Quénia,646.78,158.8677,0.0151,C722
2202,2024-03-23 18:00:00,Portugal -> Moçambique,304.7,67.5041,0.0276,C1120
2203,2024-08-05 16:00:00,Reino Unido -> Quénia,283.63,151.4183,0.0192,C214
2204,2024-11-22 19:00:00,Portugal -> Moçambique,319.6,65.6123,0.0318,C2992
2205,2024-12-22 05:00:00,EUA -> Brasil,631.99,5.2847,0.0252,C1456
2206,2024-08-20 07:00:00,Reino Unido -> Quénia,481.42,153.9835,0.0186,C512
2207,2024-01-13 00:00:00,EUA -> Brasil,161.54,5.3351,0.0165,C1241
2208,2024-02-29 02:00:00,EUA -> Brasil,729.98,5.0074,0.0323,C1981
2209,2024-06-23 00:00:00,EUA -> Brasil,622.88,5.1777,0.0327,C852
2210,2024-01-11 13:00:00,EUA -> Brasil,921.68,5.1323,0.0314,C2223
2211,2024-09-05 21:00:00,Reino Unido -> Quénia,908.64,155.6532,0.0133,C319
2212,2024-08-03 02:00:00,Reino Unido -> Quénia,236.38,154.4035,0.0126,C2033
2213,2024-10-01 20:00:00,Reino Unido -> Quénia,348.74,159.4613,0.0171,C2070
2214,2024-10-07 22:00:00,Reino Unido -> Quénia,705.8,153.7253,0.0152,C1632
2215,2024-05-27 12:00:00,Portugal -> Moçambique,670.43,65.8059,0.0277,C590
2216,2024-09-25 12:00:00,Reino Unido -> Quénia,299.52,152.4036,0.0116,C1961
2217,2024-04-01 18:00:00,EUA -> Brasil,702.22,5.3553,0.0174,C1340
2218,2024-04-04 20:00:00,Portugal -> Moçambique,295.3,66.9581,0.0401,C1690
2219,2024-03-28 19:00:00,EUA -> Brasil,271.95,5.0275,0.0295,C996
2220,2024-12-24 22:00:00,EUA -> Brasil,192.63,5.3012,0.0318,C2861
2221,2024-09-26 12:00:00,Portugal -> Moçambique,114.75,68.3654,0.0273,C1880
2222,2024-05-01 09:00:00,Reino Unido -> Quénia,927.36,155.8159,0.0143,C2123
2223,2024-01-11 09:00:00,EUA -> Brasil,608.69,5.3607,0.022,C62
2224,2024-10-27 18:00:00,Reino Unido -> Quénia,438.59,150.8704,0.0185,C2412
2225,2024-10-17 19:00:00,Portugal -> Moçambique,553.16,65.0745,0.0393,C1612
2226,2024-01-05 10:00:00,Portugal -> Moçambique,84.23,68.9731,0.0252,C107
2227,2024-04-23 03:00:00,Reino Unido -> Quénia,559.94,151.9193,0.0197,C248
2228,2024-10-01 23:00:00,Reino Unido -> Quénia,853.75,150.2585,0.0115,C2506
2229,2024-02-03 17:00:00,Reino Unido -> Quénia,303.09,155.2669,0.0141,C864
2230,2024-01-26 13:00:00,Reino Unido -> Quénia,800.11,150.0578,0.0198,C369
2231,2024-04-13 14:00:00,EUA -> Brasil,385.36,5.115,0.0227,C1565
2232,2024-10-05 18:00:00,Reino Unido -> Quénia,181.72,153.8813,0.0114,C981
2233,2024-09-14 09:00:00,Reino Unido -> Quénia,819.45,151.4808,0.0129,C2569
2234,2024-10-05 16:00:00,Portugal -> Moçambique,370.57,68.5222,0.025,C1753
2235,2024-05-02 16:00:00,EUA -> Brasil,932.42,5.1723,0.0316,C643
2236,2024-03-31 10:00:00,EUA -> Brasil,285.29,5.3587,0.0289,C718
2237,2024-08-08 00:00:00,Portugal -> Moçambique,954.39,69.2771,0.0271,C18
2238,2024-12-27 17:00:00,Portugal -> Moçambique,411.01,65.9579,0.0383,C862
2239,2024-01-18 07:00:00,Portugal -> Moçambique,186.39,66.7807,0.0342,C1009
2240,2024-01-25 22:00:00,Reino Unido -> Quénia,917.73,158.5896,0.0167,C917
2241,2024-06-01 03:00:00,Reino Unido -> Quénia,148.56,158.6573,0.0173,C2481
2242,2024-05-23 10:00:00,Reino Unido -> Quénia,811.82,154.1507,0.0138,C846
2243,2024-04-02 14:00:00,Reino Unido -> Quénia,583.56,151.8482,0.0123,C2044
2244,2024-11-20 03:00:00,Reino Unido -> Quénia,405.33,151.0986,0.0166,C950
2245,2024-03-26 09:00:00,EUA -> Brasil,774.93,5.437,0.0247,C95
2246,2024-03-19 00:00:00,Portugal -> Moçambique,208.99,65.3417,0.0416,C1982
2247,2024-01-17 03:00:00,EUA -> Brasil,910.89,5.3513,0.0332,C1375
2248,2024-10-17 23:00:00,EUA -> Brasil,328.99,5.2681,0.0259,C328
2249,2024-11-07 15:00:00,EUA -> Brasil,252.21,5.028,0.018,C1226
2250,2024-11-25 16:00:00,Reino Unido -> Quénia,546.4,159.1913,0.0161,C132
2251,2024-02-06 10:00:00,Portugal -> Moçambique,565.09,67.3295,0.0406,C1631
2252,2024-03-18 03:00:00,Portugal -> Moçambique,196.16,69.1679,0.0356,C2464
2253,2024-07-25 14:00:00,EUA -> Brasil,245.57,5.3053,0.0269,C791
2254,2024-03-26 01:00:00,Reino Unido -> Quénia,450.27,154.2566,0.0162,C626
2255,2024-01-11 13:00:00,Reino Unido -> Quénia,874.39,151.7844,0.0105,C1224
2256,2024-02-18 11:00:00,Portugal -> Moçambique,901.81,65.229,0.0448,C544
2257,2024-03-15 17:00:00,Portugal -> Moçambique,955.51,66.6405,0.0392,C1783
2258,2024-09-29 12:00:00,Portugal -> Moçambique,700.83,65.0368,0.0417,C136
2259,2024-09-11 17:00:00,EUA -> Brasil,87.64,5.1734,0.0166,C377
2260,2024-08-12 11:00:00,Portugal -> Moçambique,669.49,68.7068,0.0412,C1126
2261,2024-02-17 01:00:00,Reino Unido -> Quénia,576.37,150.4674,0.0182,C2761
2262,2024-04-15 05:00:00,Portugal -> Moçambique,305.86,66.9712,0.0263,C574
2263,2024-01-09 13:00:00,Portugal -> Moçambique,93.84,67.7421,0.0255,C1363
2264,2024-04-19 20:00:00,Portugal -> Moçambique,548.57,65.7575,0.0293,C1592
2265,2024-10-25 15:00:00,Reino Unido -> Quénia,538.38,152.1659,0.0124,C1537
2266,2024-12-22 04:00:00,Portugal -> Moçambique,322.12,68.932,0.0447,C1887
2267,2024-12-08 01:00:00,Portugal -> Moçambique,971.34,67.4914,0.0273,C2702
2268,2024-07-18 17:00:00,Portugal -> Moçambique,271.77,66.8174,0.026,C1660
2269,2024-12-06 01:00:00,EUA -> Brasil,573.44,5.3735,0.0189,C2969
2270,2024-07-15 04:00:00,Portugal -> Moçambique,827.93,67.7061,0.0363,C328
2271,2024-12-25 21:00:00,Portugal -> Moçambique,113.55,65.4917,0.0265,C1880
2272,2024-02-27 05:00:00,EUA -> Brasil,206.75,5.0682,0.0341,C1088
2273,2024-05-22 14:00:00,Portugal -> Moçambique,952.67,65.5985,0.0406,C2984
2274,2024-06-18 07:00:00,Portugal -> Moçambique,515.54,69.9919,0.0307,C2299
2275,2024-10-04 00:00:00,Portugal -> Moçambique,720.88,66.5826,0.0428,C1895
2276,2024-09-11 01:00:00,EUA -> Brasil,141.23,5.2133,0.0296,C1359
2277,2024-06-10 16:00:00,Reino Unido -> Quénia,478.94,152.2838,0.0117,C97
2278,2024-10-22 07:00:00,EUA -> Brasil,446.71,5.3009,0.0195,C1030
2279,2024-12-01 13:00:00,Reino Unido -> Quénia,373.06,153.5938,0.0181,C575
2280,2024-12-08 10:00:00,EUA -> Brasil,104.45,5.0839,0.0174,C2955
2281,2024-04-05 06:00:00,Reino Unido -> Quénia,929.32,159.7528,0.0165,C1469
2282,2024-12-03 11:00:00,EUA -> Brasil,730.68,5.19,0.026,C2407
2283,2024-08-01 23:00:00,Reino Unido -> Quénia,497.93,152.2967,0.0135,C635
2284,2024-07-18 07:00:00,Reino Unido -> Quénia,65.83,159.8501,0.017,C1301
2285,2024-05-19 08:00:00,EUA -> Brasil,470.73,5.0921,0.0342,C2187
2286,2024-04-30 15:00:00,Portugal -> Moçambique,134.26,69.3098,0.0357,C990
2287,2024-02-18 05:00:00,EUA -> Brasil,732.79,5.401,0.0346,C1535
2288,2024-11-29 18:00:00,EUA -> Brasil,734.02,5.496,0.0168,C2331
2289,2024-12-04 04:00:00,Portugal -> Moçambique,92.49,69.0996,0.031,C1417
2290,2024-11-14 04:00:00,Portugal -> Moçambique,398.56,68.0771,0.0318,C661
2291,2024-07-25 21:00:00,EUA -> Brasil,133.56,5.0391,0.0239,C507
2292,2024-11-02 10:00:00,EUA -> Brasil,574.47,5.337,0.0254,C841
2293,2024-04-25 06:00:00,Portugal -> Moçambique,92.92,69.8267,0.0383,C2380
2294,2024-06-22 22:00:00,EUA -> Brasil,442.4,5.416,0.0258,C808
2295,2024-05-28 23:00:00,EUA -> Brasil,525.93,5.4917,0.022,C545
2296,2024-01-04 15:00:00,EUA -> Brasil,298.11,5.3408,0.0233,C397
2297,2024-07-04 19:00:00,Portugal -> Moçambique,230.2,65.8179,0.0269,C542
2298,2024-02-12 01:00:00,Portugal -> Moçambique,300.4,66.8309,0.0328,C135
2299,2024-09-17 08:00:00,EUA -> Brasil,152.47,5.2388,0.0256,C282
2300,2024-04-06 15:00:00,EUA -> Brasil,229.93,5.2403,0.018,C1197
2301,2024-12-11 00:00:00,Portugal -> Moçambique,480.16,69.6418,0.0394,C2155
2302,2024-09-12 06:00:00,EUA -> Brasil,588.66,5.3778,0.0175,C99
2303,2024-07-14 00:00:00,Reino Unido -> Quénia,801.64,155.0137,0.0134,C1596
2304,2024-01-06 02:00:00,Portugal -> Moçambique,327.64,66.885,0.0417,C302
2305,2024-09-14 14:00:00,EUA -> Brasil,427.69,5.339,0.0177,C193
2306,2024-05-09 03:00:00,Portugal -> Moçambique,521.49,65.8298,0.0301,C264
2307,2024-04-27 08:00:00,Reino Unido -> Quénia,499.05,156.7156,0.0134,C1515
2308,2024-05-04 07:00:00,EUA -> Brasil,439.99,5.4423,0.0273,C1892
2309,2024-03-21 21:00:00,Reino Unido -> Quénia,502.64,156.4922,0.0192,C907
2310,2024-10-01 23:00:00,EUA -> Brasil,962.86,5.2811,0.0201,C2991
2311,2024-10-23 00:00:00,EUA -> Brasil,717.07,5.4032,0.0274,C1769
2312,2024-08-28 13:00:00,Reino Unido -> Quénia,263.23,151.409,0.0182,C2521
2313,2024-12-04 03:00:00,Reino Unido -> Quénia,441.75,155.9859,0.0158,C1060
2314,2024-03-09 02:00:00,Portugal -> Moçambique,649.73,66.1469,0.0346,C377
2315,2024-11-25 21:00:00,EUA -> Brasil,659.01,5.464,0.0212,C2915
2316,2024-09-30 17:00:00,Portugal -> Moçambique,500.25,68.3302,0.0415,C967
2317,2024-11-27 01:00:00,EUA -> Brasil,199.6,5.2366,0.019,C2021
2318,2024-03-07 07:00:00,EUA -> Brasil,390.46,5.1683,0.0328,C2109
2319,2024-03-02 03:00:00,EUA -> Brasil,987.49,5.0495,0.0213,C2055
2320,2024-01-23 06:00:00,Reino Unido -> Quénia,480.89,158.1778,0.0159,C1390
2321,2024-01-07 20:00:00,Portugal -> Moçambique,334.57,67.3702,0.0426,C166
2322,2024-06-21 06:00:00,EUA -> Brasil,315.22,5.401,0.0254,C2031
2323,2024-07-25 13:00:00,EUA -> Brasil,671.57,5.4271,0.0171,C960
2324,2024-08-26 20:00:00,Portugal -> Moçambique,59.18,65.9257,0.029,C378
2325,2024-06-04 19:00:00,Portugal -> Moçambique,527.27,68.1017,0.0443,C419
2326,2024-10-07 07:00:00,Reino Unido -> Quénia,608.31,152.4699,0.0142,C1494
2327,2024-02-25 16:00:00,Portugal -> Moçambique,651.66,67.5403,0.0366,C2389
2328,2024-06-02 14:00:00,EUA -> Brasil,684.17,5.3718,0.0157,C366
2329,2024-12-20 03:00:00,Reino Unido -> Quénia,228.94,156.4376,0.0182,C111
2330,2024-03-10 13:00:00,EUA -> Brasil,53.72,5.1576,0.0213,C218
2331,2024-10-06 07:00:00,Portugal -> Moçambique,814.57,67.7243,0.034,C2311
2332,2024-03-27 01:00:00,Reino Unido -> Quénia,658.76,153.786,0.0162,C2127
2333,2024-08-26 03:00:00,Portugal -> Moçambique,476.5,69.0725,0.0378,C2124
2334,2024-07-14 20:00:00,Reino Unido -> Quénia,873.2,154.4991,0.0185,C1697
2335,2024-11-20 18:00:00,Portugal -> Moçambique,728.34,67.2821,0.044,C701
2336,2024-09-10 11:00:00,EUA -> Brasil,506.7,5.1472,0.0297,C991
2337,2024-06-04 01:00:00,EUA -> Brasil,279.88,5.3461,0.0168,C722
2338,2024-05-29 01:00:00,Portugal -> Moçambique,640.56,69.8272,0.0342,C830
2339,2024-05-30 08:00:00,Reino Unido -> Quénia,668.56,159.8083,0.0133,C1094
2340,2024-07-03 22:00:00,Portugal -> Moçambique,839.53,67.569,0.0372,C1191
2341,2024-09-20 08:00:00,Portugal -> Moçambique,218.91,66.7257,0.03,C792
2342,2024-12-16 13:00:00,EUA -> Brasil,886.81,5.3722,0.0254,C2482
2343,2024-01-23 22:00:00,Reino Unido -> Quénia,333.96,158.6067,0.0168,C29
2344,2024-11-27 04:00:00,Reino Unido -> Quénia,363.22,150.0877,0.0195,C1209
2345,2024-06-07 17:00:00,EUA -> Brasil,370.49,5.4579,0.0276,C498
2346,2024-03-18 14:00:00,EUA -> Brasil,319.0,5.1191,0.0232,C357
2347,2024-06-25 00:00:00,EUA -> Brasil,166.74,5.1663,0.0197,C2100
2348,2024-02-28 22:00:00,Reino Unido -> Quénia,256.02,156.0349,0.0154,C1762
2349,2024-06-04 17:00:00,Portugal -> Moçambique,212.07,69.2809,0.0404,C1553
2350,2024-09-25 23:00:00,EUA -> Brasil,250.96,5.0632,0.0291,C488
2351,2024-04-02 17:00:00,EUA -> Brasil,833.81,5.0167,0.0301,C1856
2352,2024-08-27 12:00:00,EUA -> Brasil,253.68,5.2141,0.022,C2668
2353,2024-01-28 09:00:00,Reino Unido -> Quénia,793.56,151.6866,0.0124,C2358
2354,2024-07-31 16:00:00,Portugal -> Moçambique,516.19,69.101,0.028,C1178
2355,2024-10-28 10:00:00,Portugal -> Moçambique,131.07,65.3186,0.036,C917
2356,2024-02-26 00:00:00,Reino Unido -> Quénia,417.44,150.3977,0.0182,C1557
2357,2024-12-16 20:00:00,EUA -> Brasil,637.08,5.0009,0.0227,C2266
2358,2024-09-13 14:00:00,Reino Unido -> Quénia,771.42,159.2599,0.018,C1987
2359,2024-05-28 19:00:00,Reino Unido -> Quénia,648.12,157.5652,0.0143,C1022
2360,2024-07-15 21:00:00,EUA -> Brasil,777.84,5.3464,0.0293,C536
2361,2024-04-06 12:00:00,Portugal -> Moçambique,79.78,69.6686,0.0277,C1996
2362,2024-03-06 14:00:00,Portugal -> Moçambique,925.04,65.7191,0.0436,C1154
2363,2024-09-11 06:00:00,EUA -> Brasil,938.5,5.2872,0.0314,C2203
2364,2024-08-25 04:00:00,EUA -> Brasil,614.01,5.4233,0.0273,C2906
2365,2024-12-22 02:00:00,EUA -> Brasil,723.3,5.2681,0.0238,C2619
2366,2024-12-01 03:00:00,Reino Unido -> Quénia,907.77,157.635,0.0161,C2356
2367,2024-09-14 15:00:00,Reino Unido -> Quénia,601.56,157.2303,0.0136,C529
2368,2024-04-23 10:00:00,EUA -> Brasil,194.68,5.2353,0.0328,C1121
2369,2024-04-29 06:00:00,Reino Unido -> Quénia,851.64,153.5384,0.011,C71
2370,2024-01-13 13:00:00,Reino Unido -> Quénia,175.62,152.3237,0.0107,C2556
2371,2024-11-18 05:00:00,EUA -> Brasil,969.95,5.2858,0.0177,C2605
2372,2024-07-11 18:00:00,Reino Unido -> Quénia,760.28,154.8078,0.0123,C1977
2373,2024-07-31 06:00:00,EUA -> Brasil,491.98,5.332,0.0225,C1834
2374,2024-09-04 23:00:00,Reino Unido -> Quénia,728.88,152.1542,0.0179,C1763
2375,2024-02-03 09:00:00,Reino Unido -> Quénia,957.25,152.0283,0.0116,C538
2376,2024-11-26 02:00:00,Reino Unido -> Quénia,954.68,155.2039,0.0197,C1198
2377,2024-12-09 07:00:00,Portugal -> Moçambique,212.0,65.7986,0.0419,C2435
2378,2024-05-27 20:00:00,Portugal -> Moçambique,758.1,68.0266,0.0266,C2742
2379,2024-09-25 07:00:00,Portugal -> Moçambique,312.88,69.2578,0.0404,C1373
2380,2024-10-05 03:00:00,Reino Unido -> Quénia,149.01,154.2636,0.0186,C2190
2381,2024-05-20 10:00:00,Reino Unido -> Quénia,155.19,154.2853,0.0193,C746
2382,2024-05-30 01:00:00,Portugal -> Moçambique,518.71,67.6595,0.0285,C447
2383,2024-11-19 16:00:00,EUA -> Brasil,223.46,5.3083,0.0171,C2973
2384,2024-08-31 04:00:00,Portugal -> Moçambique,558.2,69.5075,0.0439,C2333
2385,2024-03-14 15:00:00,Portugal -> Moçambique,291.4,69.7638,0.0295,C909
2386,2024-10-24 03:00:00,Portugal -> Moçambique,415.08,65.8719,0.0262,C1499
2387,2024-02-11 23:00:00,Reino Unido -> Quénia,229.39,150.9491,0.0187,C953
2388,2024-08-09 04:00:00,EUA -> Brasil,432.53,5.1264,0.0225,C718
2389,2024-10-10 09:00:00,Portugal -> Moçambique,632.02,68.1188,0.0312,C876
2390,2024-01-31 17:00:00,EUA -> Brasil,887.55,5.0623,0.0176,C2080
2391,2024-05-10 20:00:00,Portugal -> Moçambique,407.86,65.8399,0.0441,C2763
2392,2024-12-26 00:00:00,EUA -> Brasil,894.89,5.4024,0.0297,C2318
